,Unnamed: 0.1,Unnamed: 0,department,division,job_title,employee_classification,start_date,title_date,flsa_status,annual_base_rate,start_year,annual_salary,employee_status
2660,2660,2660,Neighborhood Services,Neighborhood Devel - IMPACT,Citizen Service Advisor Traine,Permanent Full-time,2022-01-18T00:00:00.000,2022-01-18T00:00:00.000,Nonexempt,37440.0,2022,37440.0,FT
2661,2661,2661,Neighborhood Services,Neighborhood Devel - IMPACT,Citizen Service Advisor Traine,Permanent Full-time,2022-12-03T00:00:00.000,2022-12-03T00:00:00.000,Nonexempt,37440.0,2022,37440.0,FT
2662,2662,2662,Neighborhood Services,Dept of Neighborhood Dev - Div,Codes Specialist,Permanent Full-time,2017-08-26T00:00:00.000,2022-12-03T00:00:00.000,Nonexempt,40379.85,2017,40379.85,FT
2663,2663,2663,Neighborhood Services,Dept of Neighborhood Dev - Div,Public Services Coordinator,Permanent Full-time,2020-12-19T00:00:00.000,2023-03-13T00:00:00.000,Exempt,44130.61,2020,44130.61,FT
2664,2664,2664,Neighborhood Services,Neighborhood Development,Director of Neighborhood Dev,Permanent Full-time,1996-12-02T00:00:00.000,2022-07-05T00:00:00.000,Exempt,149000.0,1996,149000.0,FT
2665,2665,2665,Neighborhood Services,Neighborhood Devel - IMPACT,Citizen Service Advisor II,Permanent Full-time,2005-05-24T00:00:00.000,2013-12-05T00:00:00.000,Nonexempt,37940.0,2005,37940.0,FT
2666,2666,2666,Neighborhood Services,Neighborhood Development,Management Analyst III,Permanent Full-time,2017-10-16T00:00:00.000,2022-09-13T00:00:00.000,Exempt,76115.83,2017,76115.83,FT
2667,2667,2667,Neighborhood Services,Dept of Neighborhood Dev - Div,Codes Specialist,Permanent Full-time,2023-03-11T00:00:00.000,2023-03-11T00:00:00.000,Nonexempt,40379.0,2023,40379.0,FT
2668,2668,2668,Neighborhood Services,Neighborhood Devel - IMPACT,Citizen Service Advisor III,Permanent Full-time,2013-12-18T00:00:00.000,2013-12-18T00:00:00.000,Nonexempt,38440.0,2013,38440.0,FT
2669,2669,2669,Neighborhood Services,Dept of Neighborhood Dev - Div,"Codes Specialist, Senior",Permanent Full-time,2012-11-26T00:00:00.000,2017-01-23T00:00:00.000,Nonexempt,53856.52,2012,53856.52,FT
2670,2670,2670,Neighborhood Services,Dept of Neighborhood Dev - Div,Neighborhood Services Manager,Permanent Full-time,1996-08-12T00:00:00.000,2022-12-19T00:00:00.000,Exempt,75000.0,1996,75000.0,FT
2671,2671,2671,Neighborhood Services,Dept of Neighborhood Dev - Div,Codes Specialist,Permanent Full-time,2019-05-28T00:00:00.000,2021-08-02T00:00:00.000,Nonexempt,40379.85,2019,40379.85,FT
2672,2672,2672,Neighborhood Services,Neighborhood Devel - IMPACT,Citizen Service Advisor II,Permanent Full-time,2016-06-23T00:00:00.000,2016-06-23T00:00:00.000,Nonexempt,37940.0,2016,37940.0,FT
2673,2673,2673,Neighborhood Services,Neighborhood Devel - IMPACT,Citizen Service Advisor III,Permanent Full-time,2010-10-04T00:00:00.000,2015-05-18T00:00:00.000,Nonexempt,38757.26,2010,38757.26,FT
2674,2674,2674,Neighborhood Services,Dept of Neighborhood Dev - Div,Codes Specialist,Permanent Full-time,2022-12-03T00:00:00.000,2022-12-03T00:00:00.000,Nonexempt,40379.85,2022,40379.85,FT
2675,2675,2675,Neighborhood Services,Neighborhood Devel - IMPACT,Quality Assurance Specialist,Permanent Full-time,2018-08-20T00:00:00.000,2021-11-08T00:00:00.000,Exempt,47953.5,2018,47953.5,FT
2676,2676,2676,Neighborhood Services,Dept of Neighborhood Dev - Div,Codes Specialist,Permanent Full-time,2020-02-18T00:00:00.000,2020-02-18T00:00:00.000,Nonexempt,40379.97,2020,40379.97,FT
2677,2677,2677,Neighborhood Services,Dept of Neighborhood Dev - Div,"Codes Specialist, Senior",Permanent Full-time,2017-02-21T00:00:00.000,2019-11-25T00:00:00.000,Nonexempt,47135.64,2017,47135.64,FT
2678,2678,2678,Neighborhood Services,Dept of Neighborhood Dev - Div,"Codes Specialist, Senior",Permanent Full-time,2017-01-09T00:00:00.000,2022-02-14T00:00:00.000,Nonexempt,49279.27,2017,49279.27,FT
2679,2679,2679,Neighborhood Services,Neighborhood Development,Administrative Assistant II,Permanent Full-time,2017-12-11T00:00:00.000,2018-10-01T00:00:00.000,Nonexempt,42011.32,2017,42011.32,FT
2680,2680,2680,Neighborhood Services,Neighborhood Development,NeighborhoodDevelopSpecialist,Permanent Full-time,2023-02-25T00:00:00.000,2023-02-25T00:00:00.000,Exempt,43350.0,2023,43350.0,FT
2681,2681,2681,Neighborhood Services,Dept of Neighborhood Dev - Div,Codes Specialist,Permanent Full-time,2022-04-11T00:00:00.000,2022-04-11T00:00:00.000,Nonexempt,40379.85,2022,40379.85,FT
2682,2682,2682,Neighborhood Services,Neighborhood Devel - IMPACT,Citizen Service Advisor III,Permanent Full-time,2016-08-08T00:00:00.000,2016-08-08T00:00:00.000,Nonexempt,38440.0,2016,38440.0,FT
2683,2683,2683,Neighborhood Services,Neighborhood Development,Neighborhood Services Manager,Permanent Full-time,2010-12-20T00:00:00.000,2017-09-18T00:00:00.000,Exempt,71157.18,2010,71157.18,FT
2684,2684,2684,Neighborhood Services,Neighborhood Devel - IMPACT,Citizen Service Advisor III,Permanent Full-time,2002-04-22T00:00:00.000,2013-10-08T00:00:00.000,Nonexempt,43253.03,2002,43253.03,FT
2685,2685,2685,Neighborhood Services,Neighborhood Development,NeighborhoodDev Specialist Sr,Permanent Full-time,2017-06-05T00:00:00.000,2023-02-27T00:00:00.000,Exempt,51760.0,2017,51760.0,FT
2686,2686,2686,Neighborhood Services,Neighborhood Development,Neighborhood Services Manager,Permanent Full-time,2017-10-30T00:00:00.000,2019-03-30T00:00:00.000,Exempt,62121.66,2017,62121.66,FT
2687,2687,2687,Neighborhood Services,Neighborhood Devel - IMPACT,Customer Service Manager,Permanent Full-time,2005-06-27T00:00:00.000,2013-06-10T00:00:00.000,Exempt,102742.5,2005,102742.5,FT
2688,2688,2688,Neighborhood Services,Dept of Neighborhood Dev - Div,Codes Specialist,Permanent Full-time,1987-08-24T00:00:00.000,2022-12-03T00:00:00.000,Nonexempt,40379.85,1987,40379.85,FT
2689,2689,2689,Neighborhood Services,Dept of Neighborhood Dev - Div,Codes Specialist,Permanent Full-time,2022-04-25T00:00:00.000,2022-04-25T00:00:00.000,Nonexempt,40379.85,2022,40379.85,FT
2690,2690,2690,Neighborhood Services,Neighborhood Development,NeighborhoodDevelopSpecialist,Permanent Full-time,2017-06-05T00:00:00.000,2020-02-15T00:00:00.000,Exempt,44130.61,2017,44130.61,FT
2691,2691,2691,Neighborhood Services,Neighborhood Development,NeighborhoodDev Specialist Sr,Permanent Full-time,2013-12-02T00:00:00.000,2013-12-02T00:00:00.000,Exempt,54886.29,2013,54886.29,FT
2692,2692,2692,Neighborhood Services,Dept of Neighborhood Dev - Div,Codes Specialist,Permanent Full-time,2022-12-03T00:00:00.000,2022-12-03T00:00:00.000,Nonexempt,40379.85,2022,40379.85,FT
2693,2693,2693,Budget and Strategic Planning,Office Budget & Strategic Plan,Management Analyst I,Special Project w/ Retirement,2022-06-06T00:00:00.000,2022-09-26T00:00:00.000,Exempt,48000.0,2022,48000.0,RET
2694,2694,2694,Budget and Strategic Planning,Office Budget & Strategic Plan,Budget & Policy Analyst I,Permanent Full-time,2022-08-15T00:00:00.000,2022-08-15T00:00:00.000,Exempt,55000.0,2022,55000.0,FT
2695,2695,2695,Budget and Strategic Planning,Office Budget & Strategic Plan,Programs Manager,Permanent Full-time,2017-01-09T00:00:00.000,2022-08-15T00:00:00.000,Exempt,75000.0,2017,75000.0,FT
2696,2696,2696,Budget and Strategic Planning,Office Budget & Strategic Plan,Data Analyst,Special Project w/ Retirement,2019-04-27T00:00:00.000,2021-10-25T00:00:00.000,Exempt,78750.0,2019,78750.0,RET
2697,2697,2697,Budget and Strategic Planning,Office Budget & Strategic Plan,Data Analyst,Permanent Full-time,2023-01-03T00:00:00.000,2023-01-03T00:00:00.000,Exempt,84000.0,2023,84000.0,FT
2698,2698,2698,Budget and Strategic Planning,Office Budget & Strategic Plan,"Budget & Policy Analyst,Senior",Permanent Full-time,2021-07-06T00:00:00.000,2021-07-06T00:00:00.000,Exempt,84000.0,2021,84000.0,FT
2699,2699,2699,Budget and Strategic Planning,Office Budget & Strategic Plan,Data Analyst,Special Project w/ Retirement,2022-05-23T00:00:00.000,2022-05-23T00:00:00.000,Exempt,84000.0,2022,84000.0,RET
2700,2700,2700,Budget and Strategic Planning,Office Budget & Strategic Plan,"Budget & Policy Analyst,Senior",Permanent Full-time,2021-07-06T00:00:00.000,2021-07-06T00:00:00.000,Exempt,84000.0,2021,84000.0,FT
2701,2701,2701,Budget and Strategic Planning,Office Budget & Strategic Plan,Budget & Policy Analyst I,Permanent Full-time,2022-08-15T00:00:00.000,2022-08-15T00:00:00.000,Exempt,62000.0,2022,62000.0,FT
2702,2702,2702,Budget and Strategic Planning,Office Budget & Strategic Plan,Management Analyst II,Permanent Full-time,2023-03-11T00:00:00.000,2023-03-11T00:00:00.000,Exempt,62000.0,2023,62000.0,FT
2703,2703,2703,Budget and Strategic Planning,Office Budget & Strategic Plan,Budget & Policy Analyst II,Permanent Full-time,2021-06-19T00:00:00.000,2021-06-19T00:00:00.000,Exempt,68250.0,2021,68250.0,FT
2704,2704,2704,Budget and Strategic Planning,Office Budget & Strategic Plan,Budget & Policy Analyst II,Permanent Full-time,2019-05-29T00:00:00.000,2021-06-19T00:00:00.000,Exempt,68250.0,2019,68250.0,FT
2705,2705,2705,Budget and Strategic Planning,Office Budget & Strategic Plan,Data Analyst,Permanent Full-time,2008-06-07T00:00:00.000,2023-01-30T00:00:00.000,Exempt,84000.0,2008,84000.0,FT
2706,2706,2706,Budget and Strategic Planning,Office Budget & Strategic Plan,Data Scientist,Permanent Full-time,2018-07-02T00:00:00.000,2018-07-02T00:00:00.000,Exempt,115828.65,2018,115828.65,FT
2707,2707,2707,Budget and Strategic Planning,Office Budget & Strategic Plan,Grants Manager,Permanent Full-time,2014-09-29T00:00:00.000,2014-09-29T00:00:00.000,Exempt,116931.78,2014,116931.78,FT
2708,2708,2708,Budget and Strategic Planning,Office Budget & Strategic Plan,Assistant Director,Permanent Full-time,2008-07-14T00:00:00.000,2022-09-06T00:00:00.000,Exempt,141549.0,2008,141549.0,FT
2709,2709,2709,Budget and Strategic Planning,Office Budget & Strategic Plan,Bureau Manager,Permanent Full-time,2019-09-28T00:00:00.000,2022-07-16T00:00:00.000,Exempt,108106.74,2019,108106.74,FT
2710,2710,2710,Budget and Strategic Planning,Office Budget & Strategic Plan,Project Manager,Permanent Full-time,1999-09-01T00:00:00.000,1999-09-01T00:00:00.000,Exempt,103537.04,1999,103537.04,FT
2711,2711,2711,Budget and Strategic Planning,Office Budget & Strategic Plan,Bureau Manager,Permanent Full-time,2013-01-23T00:00:00.000,2018-07-02T00:00:00.000,Exempt,108106.74,2013,108106.74,FT
2712,2712,2712,Budget and Strategic Planning,Office Budget & Strategic Plan,Economic Forecast Specialist,Permanent Full-time,2004-10-04T00:00:00.000,2004-10-04T00:00:00.000,Exempt,108106.74,2004,108106.74,FT
2713,2713,2713,Budget and Strategic Planning,Office Budget & Strategic Plan,"Projects Manager, Senior",Special Project w/ Retirement,2007-06-01T00:00:00.000,2022-08-27T00:00:00.000,Exempt,96000.0,2007,96000.0,RET
2714,2714,2714,Budget and Strategic Planning,Office Budget & Strategic Plan,Bus Process Automation Manager,Permanent Full-time,2015-08-24T00:00:00.000,2015-08-24T00:00:00.000,Exempt,110041.13,2015,110041.13,FT
2715,2715,2715,Budget and Strategic Planning,Office Budget & Strategic Plan,"Budget & Policy Analyst,Senior",Permanent Full-time,2019-09-03T00:00:00.000,2022-07-30T00:00:00.000,Exempt,84000.0,2019,84000.0,FT
2716,2716,2716,Economic Development,Development,Director of Development,Permanent Full-time,2017-06-12T00:00:00.000,2022-08-27T00:00:00.000,Exempt,150937.5,2017,150937.5,FT
2717,2717,2717,Economic Development,Development,Business Development Manager,Permanent Full-time,2018-12-17T00:00:00.000,2020-07-20T00:00:00.000,Exempt,78010.6,2018,78010.6,FT
2718,2718,2718,Economic Development,Development,Business Development Manager,Permanent Full-time,2022-06-21T00:00:00.000,2022-06-21T00:00:00.000,Exempt,84000.0,2022,84000.0,FT
2719,2719,2719,Economic Development,Development,Staff Technician I,Special Project,2022-06-21T00:00:00.000,2022-06-21T00:00:00.000,Nonexempt,18.46,2022,38396.8,OTHER
2720,2720,2720,Economic Development,Development,Business Development Manager,Permanent Full-time,2022-04-11T00:00:00.000,2022-04-11T00:00:00.000,Exempt,87150.0,2022,87150.0,FT
2721,2721,2721,Economic Development,Development,Staff Technician I,Special Project,2022-06-21T00:00:00.000,2022-06-21T00:00:00.000,Nonexempt,18.46,2022,38396.8,OTHER
2722,2722,2722,Economic Development,Development,Management Analyst III,Special Project w/ Retirement,2022-09-24T00:00:00.000,2022-09-24T00:00:00.000,Exempt,70000.0,2022,70000.0,RET
2723,2723,2723,Economic Development,Development,Special Assistant,Permanent Full-time,2017-11-06T00:00:00.000,2019-10-28T00:00:00.000,Exempt,132375.6,2017,132375.6,FT
2724,2724,2724,Economic Development,Development,Management Analyst I,Special Project,2022-07-18T00:00:00.000,2022-07-18T00:00:00.000,Exempt,44130.45,2022,44130.45,OTHER
2725,2725,2725,Economic Development,Development,Management Analyst I,Special Project w/ Retirement,2019-12-16T00:00:00.000,2019-12-16T00:00:00.000,Exempt,44130.61,2019,44130.61,RET
2726,2726,2726,Economic Development,Development,Management Analyst II,Permanent Full-time,2000-12-05T00:00:00.000,2015-05-01T00:00:00.000,Exempt,65423.48,2000,65423.48,FT
2727,2727,2727,Economic Development,Development,Management Analyst II,Permanent Full-time,2018-06-25T00:00:00.000,2022-08-13T00:00:00.000,Exempt,53500.0,2018,53500.0,FT
2728,2728,2728,Economic Development,Development,Management Analyst I,Special Project w/ Retirement,2022-12-17T00:00:00.000,2022-12-17T00:00:00.000,Exempt,42870.0,2022,42870.0,RET
2729,2729,2729,Economic Development,Development,Executive Director of Real Est,Permanent Full-time,2003-12-15T00:00:00.000,2021-07-03T00:00:00.000,Exempt,127760.55,2003,127760.55,FT
2730,2730,2730,Economic Development,Development,Bureau Manager,Permanent Full-time,2012-10-29T00:00:00.000,2019-11-04T00:00:00.000,Exempt,102755.84,2012,102755.84,FT
2731,2731,2731,Economic Development,Development,Bureau Manager,Permanent Full-time,2017-01-23T00:00:00.000,2017-01-23T00:00:00.000,Exempt,103292.68,2017,103292.68,FT
2732,2732,2732,Economic Development,Development,Management Analyst II,Special Project w/ Retirement,1997-09-15T00:00:00.000,2022-11-21T00:00:00.000,Exempt,50243.0,1997,50243.0,RET
2733,2733,2733,Economic Development,Development,Management Analyst I,Permanent Full-time,2022-03-14T00:00:00.000,2022-03-14T00:00:00.000,Exempt,47576.55,2022,47576.55,FT
2734,2734,2734,Information Technology,Information Technology,Info Technology Specialist,Permanent Full-time,1987-07-10T00:00:00.000,1996-05-15T00:00:00.000,Nonexempt,55198.07,1987,55198.07,FT
2735,2735,2735,Information Technology,Information Technology,Programmer/Analyst III,Permanent Full-time,2016-02-23T00:00:00.000,2023-04-22T00:00:00.000,Exempt,54652.0,2016,54652.0,FT
2736,2736,2736,Information Technology,Information Technology,Microcomputer Sys Analyst Sr,Permanent Full-time,2023-04-22T00:00:00.000,2023-04-22T00:00:00.000,Exempt,57500.0,2023,57500.0,FT
2737,2737,2737,Information Technology,Information Technology,Microcomputer Sys Analyst Sr,Permanent Full-time,2022-06-21T00:00:00.000,2022-06-21T00:00:00.000,Exempt,57750.0,2022,57750.0,FT
2738,2738,2738,Information Technology,Information Technology,Microcomputer Systems Analyst,Permanent Full-time,2011-11-07T00:00:00.000,2011-11-07T00:00:00.000,Nonexempt,54885.95,2011,54885.95,FT
2739,2739,2739,Information Technology,Information Technology,Application Dev Team Supv,Permanent Full-time,2001-10-18T00:00:00.000,2021-10-25T00:00:00.000,Exempt,74824.05,2001,74824.05,FT
2740,2740,2740,Information Technology,Information Technology,Application Dev Team Supv,Permanent Full-time,1999-03-23T00:00:00.000,2012-05-23T00:00:00.000,Exempt,75284.8,1999,75284.8,FT
2741,2741,2741,Information Technology,Information Technology,Radio Comm Sys Analyst Sr,Permanent Full-time,2016-11-08T00:00:00.000,2016-11-08T00:00:00.000,Nonexempt,52794.04,2016,52794.04,FT
2742,2742,2742,Information Technology,Information Technology,Management Analyst I,Permanent Full-time,1994-10-24T00:00:00.000,2022-09-10T00:00:00.000,Exempt,53613.69,1994,53613.69,FT
2743,2743,2743,Information Technology,Information Technology,Microcomputer Sys Analyst Sr,Permanent Full-time,2022-03-14T00:00:00.000,2022-03-14T00:00:00.000,Exempt,57750.0,2022,57750.0,FT
2744,2744,2744,Information Technology,Information Technology,Network Engineer III,Permanent Full-time,1997-09-02T00:00:00.000,2017-07-10T00:00:00.000,Exempt,74643.88,1997,74643.88,FT
2745,2745,2745,Information Technology,Information Technology,Database Administrator,Permanent Full-time,2020-12-05T00:00:00.000,2020-12-05T00:00:00.000,Exempt,73182.54,2020,73182.54,FT
2746,2746,2746,Information Technology,Information Technology,Administrative Manager,Permanent Full-time,2007-06-11T00:00:00.000,2023-03-13T00:00:00.000,Exempt,62400.0,2007,62400.0,FT
2747,2747,2747,Information Technology,Information Technology,Services & Support Supervisor,Permanent Full-time,2018-08-06T00:00:00.000,2022-01-29T00:00:00.000,Exempt,73500.0,2018,73500.0,FT
2748,2748,2748,Information Technology,Information Technology,Network Engineer III,Permanent Full-time,2022-04-25T00:00:00.000,2022-04-25T00:00:00.000,Exempt,76447.14,2022,76447.14,FT
2749,2749,2749,Information Technology,Information Technology,Microcomputer Sys Analyst Sr,Permanent Full-time,2022-02-28T00:00:00.000,2022-02-28T00:00:00.000,Exempt,57750.0,2022,57750.0,FT
2750,2750,2750,Information Technology,Information Technology,Microcomputer Sys Analyst Sr,Special Project w/ Retirement,2023-01-17T00:00:00.000,2023-01-17T00:00:00.000,Exempt,57750.0,2023,57750.0,RET
2751,2751,2751,Information Technology,Information Technology,Programmer/Analyst V,Permanent Full-time,1998-12-07T00:00:00.000,2018-12-10T00:00:00.000,Exempt,77830.69,1998,77830.69,FT
2752,2752,2752,Information Technology,Information Technology,Microcomputer Sys Analyst Sr,Permanent Full-time,2022-09-12T00:00:00.000,2022-09-12T00:00:00.000,Exempt,57750.0,2022,57750.0,FT
2753,2753,2753,Information Technology,Information Technology,Microcomputer Sys Analyst Sr,Permanent Full-time,2022-07-18T00:00:00.000,2022-07-18T00:00:00.000,Exempt,57750.0,2022,57750.0,FT
2754,2754,2754,Information Technology,Information Technology,Microcomputer Sys Analyst Sr,Special Project w/ Retirement,2022-12-03T00:00:00.000,2022-12-03T00:00:00.000,Exempt,60000.0,2022,60000.0,RET
2755,2755,2755,Information Technology,Information Technology,Programmer/Analyst IV,Permanent Full-time,2020-12-19T00:00:00.000,2023-04-10T00:00:00.000,Exempt,60347.28,2020,60347.28,FT
2756,2756,2756,Information Technology,Information Technology,Programmer/Analyst IV,Permanent Full-time,2017-12-11T00:00:00.000,2021-03-01T00:00:00.000,Exempt,61019.31,2017,61019.31,FT
2757,2757,2757,Information Technology,Information Technology,Programmer/Analyst III,Permanent Full-time,2022-01-31T00:00:00.000,2022-01-31T00:00:00.000,Exempt,61152.0,2022,61152.0,FT
2758,2758,2758,Information Technology,Information Technology,Programmer/Analyst IV,Permanent Full-time,2006-06-16T00:00:00.000,2022-10-22T00:00:00.000,Exempt,62000.0,2006,62000.0,FT
2759,2759,2759,Information Technology,Information Technology,Network Engineer II,Permanent Full-time,1995-02-01T00:00:00.000,2012-08-23T00:00:00.000,Exempt,80702.29,1995,80702.29,FT
2760,2760,2760,Information Technology,Information Technology,Programmer/Analyst V,Permanent Full-time,2004-01-20T00:00:00.000,2017-07-24T00:00:00.000,Exempt,75854.73,2004,75854.73,FT
2761,2761,2761,Information Technology,Information Technology,Database Administrator,Permanent Full-time,2015-10-08T00:00:00.000,2016-11-08T00:00:00.000,Exempt,89973.48,2015,89973.48,FT
2762,2762,2762,Information Technology,Information Technology,Network Engineer II,Permanent Full-time,2017-11-27T00:00:00.000,2017-11-27T00:00:00.000,Exempt,77638.29,2017,77638.29,FT
2763,2763,2763,Information Technology,Information Technology,Programmer/Analyst V,Permanent Full-time,2004-07-06T00:00:00.000,2018-04-02T00:00:00.000,Exempt,77638.29,2004,77638.29,FT
2764,2764,2764,Information Technology,Information Technology,Network Security Engineer,Retiree Part-time,1991-05-01T00:00:00.000,2022-07-18T00:00:00.000,Exempt,32.46,1991,67516.8,PT
2765,2765,2765,Information Technology,Information Technology,Staff Technician I,Permanent Full-time,2009-06-24T00:00:00.000,2023-02-11T00:00:00.000,Nonexempt,40000.0,2009,40000.0,FT
2766,2766,2766,Information Technology,Information Technology,Microcomputer Systems Analyst,Permanent Full-time,2018-09-04T00:00:00.000,2022-10-22T00:00:00.000,Nonexempt,50243.0,2018,50243.0,FT
2767,2767,2767,Information Technology,Information Technology,Radio Comm Sys Analyst Sr,Permanent Full-time,2016-07-25T00:00:00.000,2016-07-25T00:00:00.000,Nonexempt,50888.17,2016,50888.17,FT
2768,2768,2768,Information Technology,Information Technology,Radio Comm Sys Analyst Sr,Permanent Full-time,2018-03-19T00:00:00.000,2018-03-19T00:00:00.000,Nonexempt,51636.06,2018,51636.06,FT
2769,2769,2769,Information Technology,Information Technology,Programmer/Analyst V,Permanent Full-time,2017-01-23T00:00:00.000,2022-07-05T00:00:00.000,Exempt,69399.02,2017,69399.02,FT
2770,2770,2770,Information Technology,Information Technology,Programmer/Analyst V,Permanent Full-time,2005-09-08T00:00:00.000,2015-08-24T00:00:00.000,Exempt,70194.06,2005,70194.06,FT
2771,2771,2771,Information Technology,Information Technology,IT Training Coordinator,Permanent Full-time,2007-04-23T00:00:00.000,2013-07-01T00:00:00.000,Exempt,72443.39,2007,72443.39,FT
2772,2772,2772,Information Technology,Information Technology,Programmer/Analyst III,Permanent Full-time,2004-06-23T00:00:00.000,2018-05-12T00:00:00.000,Exempt,66180.98,2004,66180.98,FT
2773,2773,2773,Information Technology,Information Technology,IT Telecom Analyst III,Permanent Full-time,2021-03-13T00:00:00.000,2023-02-25T00:00:00.000,Exempt,83276.0,2021,83276.0,FT
2774,2774,2774,Information Technology,Information Technology,Network Security Engineer,Permanent Full-time,2017-11-27T00:00:00.000,2017-11-27T00:00:00.000,Exempt,86693.9,2017,86693.9,FT
2775,2775,2775,Information Technology,Information Technology,Programmer/Analyst IV,Permanent Full-time,2006-04-04T00:00:00.000,2012-10-09T00:00:00.000,Exempt,66851.49,2006,66851.49,FT
2776,2776,2776,Information Technology,Information Technology,Microcomputer Sys Analyst Sr,Permanent Full-time,2023-01-03T00:00:00.000,2023-01-03T00:00:00.000,Exempt,57750.0,2023,57750.0,FT
2777,2777,2777,Information Technology,Information Technology,Programmer/Analyst V,Permanent Full-time,2002-07-01T00:00:00.000,2003-04-08T00:00:00.000,Exempt,94709.19,2002,94709.19,FT
2778,2778,2778,Information Technology,Information Technology,Application Dev Team Supv,Permanent Full-time,1986-10-06T00:00:00.000,2020-10-12T00:00:00.000,Exempt,95020.59,1986,95020.59,FT
2779,2779,2779,Information Technology,Information Technology,Programmer/Analyst V,Permanent Full-time,2011-08-29T00:00:00.000,2017-08-07T00:00:00.000,Exempt,78000.0,2011,78000.0,FT
2780,2780,2780,Information Technology,Information Technology,Programmer/Analyst V,Permanent Full-time,2014-09-02T00:00:00.000,2014-11-10T00:00:00.000,Exempt,78000.0,2014,78000.0,FT
2781,2781,2781,Information Technology,Information Technology,Network Engineer III,Permanent Full-time,2021-02-16T00:00:00.000,2021-02-16T00:00:00.000,Exempt,78354.68,2021,78354.68,FT
2782,2782,2782,Information Technology,Information Technology,Network Security Engineer,Permanent Full-time,2021-02-27T00:00:00.000,2022-10-22T00:00:00.000,Exempt,78516.9,2021,78516.9,FT
2783,2783,2783,Information Technology,Information Technology,Applications Analyst,Permanent Full-time,1999-03-23T00:00:00.000,2009-09-08T00:00:00.000,Exempt,78734.16,1999,78734.16,FT
2784,2784,2784,Information Technology,Information Technology,Network Security Engineer,Permanent Full-time,2020-04-18T00:00:00.000,2020-04-18T00:00:00.000,Exempt,79226.36,2020,79226.36,FT
2785,2785,2785,Information Technology,Information Technology,Application Dev Team Supv,Permanent Full-time,1992-05-04T00:00:00.000,2014-06-09T00:00:00.000,Exempt,103433.84,1992,103433.84,FT
2786,2786,2786,Information Technology,Information Technology,Programmer/Analyst IV,Permanent Full-time,2013-01-23T00:00:00.000,2023-03-27T00:00:00.000,Exempt,66470.18,2013,66470.18,FT
2787,2787,2787,Information Technology,Information Technology,Programmer/Analyst IV,Permanent Full-time,2009-06-16T00:00:00.000,2018-04-16T00:00:00.000,Exempt,66532.57,2009,66532.57,FT
2788,2788,2788,Information Technology,Information Technology,Database Administrator,Permanent Full-time,2004-12-01T00:00:00.000,2004-12-01T00:00:00.000,Exempt,106705.71,2004,106705.71,FT
2789,2789,2789,Information Technology,Information Technology,Network Engineer III,Permanent Full-time,2001-04-16T00:00:00.000,2012-10-23T00:00:00.000,Exempt,93851.91,2001,93851.91,FT
2790,2790,2790,Information Technology,Information Technology,Programmer/Analyst IV,Permanent Full-time,2006-07-11T00:00:00.000,2017-11-11T00:00:00.000,Exempt,68522.54,2006,68522.54,FT
2791,2791,2791,Information Technology,Information Technology,Programmer/Analyst IV,Permanent Full-time,2005-06-20T00:00:00.000,2008-06-08T00:00:00.000,Exempt,68522.54,2005,68522.54,FT
2792,2792,2792,Information Technology,Information Technology,Application Dev Team Supv,Permanent Full-time,2018-03-19T00:00:00.000,2018-03-19T00:00:00.000,Exempt,96766.56,2018,96766.56,FT
2793,2793,2793,Information Technology,Information Technology,Programmer/Analyst IV,Permanent Full-time,2018-06-25T00:00:00.000,2018-06-25T00:00:00.000,Exempt,63364.1,2018,63364.1,FT
2794,2794,2794,Information Technology,Information Technology,Programmer/Analyst IV,Permanent Full-time,2017-02-21T00:00:00.000,2018-06-11T00:00:00.000,Exempt,63364.1,2017,63364.1,FT
2795,2795,2795,Information Technology,Information Technology,Programmer/Analyst III,Permanent Full-time,2006-09-11T00:00:00.000,2013-06-24T00:00:00.000,Exempt,64251.45,2006,64251.45,FT
2796,2796,2796,Information Technology,Information Technology,Programmer/Analyst IV,Special Project w/ Retirement,2022-03-28T00:00:00.000,2023-01-03T00:00:00.000,Exempt,65080.4,2022,65080.4,RET
2797,2797,2797,Information Technology,Information Technology,Programmer/Analyst IV,Permanent Full-time,2018-09-17T00:00:00.000,2022-01-01T00:00:00.000,Exempt,65439.8,2018,65439.8,FT
2798,2798,2798,Information Technology,Information Technology,Programmer/Analyst V,Permanent Full-time,2022-01-03T00:00:00.000,2023-02-25T00:00:00.000,Exempt,68398.84,2022,68398.84,FT
2799,2799,2799,Information Technology,Information Technology,Programmer/Analyst V,Permanent Full-time,1989-04-17T00:00:00.000,2010-03-25T00:00:00.000,Exempt,104965.32,1989,104965.32,FT
2800,2800,2800,Information Technology,Information Technology,Technology Manager,Permanent Full-time,2004-04-26T00:00:00.000,2020-02-18T00:00:00.000,Exempt,105749.07,2004,105749.07,FT
2801,2801,2801,Information Technology,Information Technology,Network Engineer II,Special Project w/ Retirement,2022-12-17T00:00:00.000,2022-12-17T00:00:00.000,Exempt,68640.0,2022,68640.0,RET
2802,2802,2802,Information Technology,Information Technology,Network Engineer II,Permanent Full-time,2002-09-30T00:00:00.000,2022-02-28T00:00:00.000,Exempt,68658.45,2002,68658.45,FT
